ArticleID,Title,PublishedDate,Source,URL,Summary,IngestedAt
38168,Live coverage: SpaceX to launch 50th Starlink mission of 2026,2026-05-30T13:46:18Z,Spaceflight Now,https://spaceflightnow.com/2026/05/30/live-coverage-spacex-to-launch-50th-starlink-mission-of-2026/,The Starlink 17-41 mission is SpaceX’s 10th and final launch of May. Liftoff of the Falcon 9 rocket from pad 4E at Vandenberg Space Force Base is scheduled for 8:25 a.m. PDT (11:25 a.m. EDT / 1525 UTC).,2026-06-04T11:58:40.515006
38167,Repercussions of New Glenn’s Explosion Still Coming Into Focus,2026-05-29T22:21:19Z,SpacePolicyOnline.com,https://spacepolicyonline.com/news/repercussions-of-new-glenns-explosion-still-coming-into-focus/,The repercussions of last night’s explosion of Blue Origin’s New Glenn rocket during a pre-launch test will take some time to assess. Among the key questions are not only what […],2026-06-04T11:58:42.489878
38166,Live coverage: ULA to launch 29 Amazon Leo satellites on Atlas 5 rocket from Cape Canaveral,2026-05-29T21:52:15Z,Spaceflight Now,https://spaceflightnow.com/2026/05/29/live-coverage-ula-to-launch-29-amazon-leo-satellites-on-atlas-5-rocket-from-cape-canaveral-2/,The Leo Atlas 07 mission is the second to last flight that Amazon booked on a United Launch Alliance Atlas 5 rocket. Liftoff from pad 41 at Cape Canaveral Space Force Station is scheduled during a window that opens at 7:33 p.m. EDT (2333 UTC).,2026-06-04T11:58:42.505499
38165,NASA Awards Contract for Johnson Space Center Infrastructure,2026-05-29T21:24:11Z,NASA,https://www.nasa.gov/news-release/nasa-awards-contract-for-johnson-space-center-infrastructure/,"NASA has selected seven companies to provide construction, revitalization, and infrastructure improvements at the agency’s Johnson Space Center in Houston. The Johnson Space Center Multiple Award Construction Contract supports up to $300 million in upgrades to mission‑support facilities, utilities, and equipment across the NASA Johnson campus. All funds must be obligated by Sept. 30, 2026. […]",2026-06-04T11:58:42.508538
38164,NASA Hosts SpaceX Crew-11 Astronauts for Public Event at Headquarters,2026-05-29T20:49:43Z,NASA,https://www.nasa.gov/news-release/nasa-hosts-spacex-crew-11-astronauts-for-public-event-at-headquarters/,"NASA will host a public event featuring three crew members from the agency’s SpaceX Crew-11 mission at 11 a.m. EDT Monday, June 1. The event, which takes place during the crew’s standard postflight visit, will be held in the Webb Auditorium at NASA Headquarters in the Mary W. Jackson building, 300 E. Street SW in […]",2026-06-04T11:58:42.524546
38163,China’s Shenzhou-21 Crew Returns to Earth,2026-05-29T17:56:42Z,SpacePolicyOnline.com,https://spacepolicyonline.com/news/chinas-shenzhou-21-crew-returns-to-earth/,"China’s three-man Shenzhou-21 (SZ-21) crew returned to Earth today after 210 days aboard the Tiangong space station. They landed not in the SZ-21 spacecraft, however, but SZ-22. SZ-22 was launched […]",2026-06-04T11:58:42.532547
38162,Space Force awards SpaceX $4.16 billion to build satellite network for airborne target tracking,2026-05-29T16:52:57Z,SpaceNews,https://spacenews.com/space-force-awards-spacex-4-16-billion-to-build-satellite-network-for-airborne-target-tracking/,"The low-orbit satellite constellation is intended to track aircraft, cruise missiles and other airborne threats The post Space Force awards SpaceX $4.16 billion to build satellite network for airborne target tracking appeared first on SpaceNews.",2026-06-04T11:58:42.546215
38161,NASA’s Roman Space Telescope Primary Mirror Gets Last Look,2026-05-29T16:33:00Z,NASA,https://www.nasa.gov/missions/roman-space-telescope/nasas-roman-space-telescope-primary-mirror-gets-last-look/,"Engineers at NASA’s Goddard Space Flight Center in Greenbelt, Maryland, have completed their final inspection of a key element for the agency’s Nancy Grace Roman Space Telescope: the primary mirror. This 7.9-foot (2.4-meter) mirror will collect and focus light from cosmic objects near and far, helping Roman capture stunning panoramas of space. “The Roman engineering […]",2026-06-04T11:58:42.548556
38160,Hubble Spies Faint Irregular Galaxy,2026-05-29T16:14:26Z,NASA,https://www.nasa.gov/image-article/hubble-spies-faint-irregular-galaxy/,"This NASA Hubble Space Telescope image released on May 27, 2026, features the dwarf irregular galaxy ESO 490-017, roughly 12,000 light-years in diameter and some 23 million light-years away in the constellation Canis Major. The galaxy’s low surface brightness makes it appear as a faint, starry swarm behind brighter foreground stars that are easily recognized by their diffraction spikes. […]",2026-06-04T11:58:42.564135
38159,This Month at ESA: May 2026,2026-05-29T15:00:00Z,ESA,https://www.esa.int/ESA_Multimedia/Videos/2026/05/This_Month_at_ESA_May_2026,"What did space deliver for Europe this month? From asteroid flybys to Mars landing tests, new discoveries from Webb and Hubble, and ESA astronaut Sophie Adenot capturing shooting stars from orbit, here’s your monthly roundup from the European Space Agency.",2026-06-04T11:58:42.573377
38158,Space Force’s commercial gatekeeper offers a playbook for startups seeking defense business,2026-05-29T14:53:49Z,SpaceNews,https://spacenews.com/space-forces-commercial-gatekeeper-offers-a-playbook-for-startups-seeking-defense-business/,"COMSO chief Col. Tim Trimailo says transparency, patience and a clear military value proposition matter as much as technical innovation The post Space Force’s commercial gatekeeper offers a playbook for startups seeking defense business appeared first on SpaceNews.",2026-06-04T11:58:42.581968
38157,ESA and EDF strengthen their partnership for energy efficiency at Europe’s Spaceport,2026-05-29T13:05:00Z,ESA,https://www.esa.int/Enabling_Support/Space_Transportation/ESA_and_EDF_strengthen_their_partnership_for_energy_efficiency_at_Europe_s_Spaceport,From the ESA Blogs.,2026-06-04T11:58:44.349754
38156,Bellatrix and TelePIX plan 2028 air-breathing VLEO imaging demonstration,2026-05-29T13:36:35Z,SpaceNews,https://spacenews.com/bellatrix-and-telepix-plan-2028-air-breathing-vleo-imaging-demonstration/,South Korean optical payload developer TelePIX and Indian propulsion specialist Bellatrix Aerospace have teamed up on a very low Earth orbit geospatial demonstration mission slated for 2028. The post Bellatrix and TelePIX plan 2028 air-breathing VLEO imaging demonstration appeared first on SpaceNews.,2026-06-04T11:58:44.325952
38155,Week in images: 25-29 May 2026,2026-05-29T13:10:00Z,ESA,https://www.esa.int/About_Us/Week_in_images/Week_in_images_25-29_May_2026,Week in images: 25-29 May 2026,2026-06-04T11:58:44.334133
38154,Here's why the failure of Blue Origin's New Glenn rocket is so catastrophic,2026-05-29T12:43:35Z,Arstechnica,https://arstechnica.com/features/2026/05/heres-why-the-failure-of-blue-origins-new-glenn-rocket-is-so-catastrophic/,"""I hope that it makes it far enough away from the pad that it does not cause pad damage.""",2026-06-04T11:58:44.380706
38153,Here's why the failure of Blue Origin's New Glenn rocket is so catastrophic,2026-05-29T12:43:35Z,Arstechnica,https://arstechnica.com/space/2026/05/heres-why-the-failure-of-blue-origins-new-glenn-rocket-is-so-catastrophic/,"""I hope that it makes it far enough away from the pad that it does not cause pad damage.""",2026-06-04T11:58:44.363500
38152,Hubble Captures M88 on Journey to Center of Virgo Cluster,2026-05-29T11:29:09Z,NASA,https://science.nasa.gov/missions/hubble/hubble-captures-m88-on-journey-to-center-of-virgo-cluster/,"This NASA Hubble Space Telescope image features the active spiral galaxy Messier 88 (M88), located about 63 million light-years away.",2026-06-04T11:58:44.397404
38151,Spatial data has become a weapon of war in the US-Iran war,2026-05-29T12:00:00Z,SpaceNews,https://spacenews.com/spatial-data-has-become-a-weapon-of-war-in-the-us-iran-war/,We are in the geospatial era of warfare in which information derived from satellites is as strategically critical as territorial control. The progressive dissolution of the distinction between the civil […] The post Spatial data has become a weapon of war in the US-Iran war appeared first on SpaceNews.,2026-06-04T11:58:44.384154
38150,China’s latest batch of new and reusable rockets are close to launch,2026-05-29T09:38:40Z,SpaceNews,https://spacenews.com/chinas-latest-batch-of-new-and-reusable-rockets-are-close-to-launch/,"A number of new Chinese state-led and commercial rockets are set for debuts and fresh first stage recovery attempts in the coming weeks and months. The post China’s latest batch of new and reusable rockets are close to launch appeared first on SpaceNews.",2026-06-04T11:58:44.402611
38149,Earth from Space: Batagaika Crater,2026-05-29T08:00:00Z,ESA,https://www.esa.int/ESA_Multimedia/Images/2026/05/Earth_from_Space_Batagaika_Crater,From the ESA Blogs.,2026-06-04T11:58:44.430591
38148,Journey to the centre of a galaxy cluster,2026-05-29T08:00:00Z,ESA,https://www.esa.int/ESA_Multimedia/Images/2026/05/Journey_to_the_centre_of_a_galaxy_cluster,From the ESA Blogs.,2026-06-04T11:58:44.414596
38147,ESA Greenlights Two Budget-Friendly Earth Observation Missions,2026-05-29T07:31:34Z,European Spaceflight,https://europeanspaceflight.com/esa-greenlights-two-budget-friendly-earth-observation-missions/,"The European Space Agency has greenlit its HiBiDiS and SOVA-S Scout missions, with development led by SITAEL and OHB Czechspace, respectively. These missions are required to progress from initial approval to launch within three years, with costs capped at €35 million. On 20 May, the agency announced that it had selected its next two Scout […] The post ESA Greenlights Two Budget-Friendly Earth Observation Missions appeared first on European Spaceflight.",2026-06-04T11:58:45.866282
38146,New Glenn rocket explodes on Cape Canaveral pad,2026-05-29T06:00:15Z,SpaceNews,https://spacenews.com/new-glenn-rocket-explodes-on-cape-canaveral-pad/,"A Blue Origin New Glenn rocket exploded on its launch pad at Cape Canaveral, Florida, during a May 28 hotfire test, destroying the rocket and causing extensive pad damage. The post New Glenn rocket explodes on Cape Canaveral pad appeared first on SpaceNews.",2026-06-04T11:58:45.881893
38145,Blue Origin’s New Glenn rocket explodes during prelaunch testing at Cape Canaveral,2026-05-29T05:03:45Z,Spaceflight Now,https://spaceflightnow.com/2026/05/29/blue-origins-new-glenn-rocket-explodes-during-prelaunch-testing-at-cape-canaveral/,The explosion happened at 9 p.m. EDT (0100 UTC) during a static fire test of the rocket at Launch Complex 36 at Cape Canaveral Space Force Station. Blue Origin was slated to launch a mission for Amazon Leo as soon as June 4.,2026-06-04T11:58:45.881893
38144,Painting the Growing Season in the Maize Triangle,2026-05-29T04:00:00Z,NASA,https://science.nasa.gov/earth/earth-observatory/painting-the-growing-season-in-the-maize-triangle/,"Radar data from an agricultural area in South Africa, shown in a vivid color palette, reveal crop types and how they changed during the Southern Hemisphere’s growing season.",2026-06-04T11:58:45.901618
38143,Blue Origin’s New Glenn Rocket Explodes During Pre-Launch Test,2026-05-29T03:55:36Z,SpacePolicyOnline.com,https://spacepolicyonline.com/news/blue-origins-new-glenn-rocket-explodes-during-pre-launch-test/,Blue Origin’s New Glenn rocket exploded during a pre-launch test this evening. The company said all personnel are safe and accounted for following the “anomaly.” The company was conducting a […],2026-06-04T11:58:45.925047
38142,Blue Origin’s New Glenn explodes during Static Fire test at LC-36,2026-05-29T03:59:03Z,NASASpaceflight,https://www.nasaspaceflight.com/2026/05/blue-origin-new-glenn-explodes/,"Blue Origin experienced a major anomaly during a planned hot-fire test of its New Glenn… The post Blue Origin’s New Glenn explodes during Static Fire test at LC-36 appeared first on NASASpaceFlight.com.",2026-06-04T11:58:45.913873
38141,Blue Origin's New Glenn rocket just exploded during a static fire test,2026-05-29T02:21:08Z,Arstechnica,https://arstechnica.com/space/2026/05/blue-origins-new-glenn-rocket-just-exploded-during-a-static-fire-test/,New Glenn was due to play a starring role in NASA's Artemis Program.,2026-06-04T11:58:45.933258
38140,Live coverage: SpaceX to launch 29 Starlink satellites on Falcon 9 rocket from Cape Canaveral,2026-05-29T00:33:17Z,Spaceflight Now,https://spaceflightnow.com/2026/05/29/live-coverage-spacex-to-launch-29-starlink-satellites-on-falcon-9-rocket-from-cape-canaveral-14/,The Starlink 10-53 mission will be the 49th mission dedicated to flying SpaceX’s broadband internet satellites to low Earth orbit in 2026. Liftoff from pad 40 at Cape Canaveral Space Force Station is scheduled for 8:03 a.m. EDT (1203 UTC).,2026-06-04T11:58:45.941261
38139,Space Force plans nationwide network of ‘resilient operations centers’,2026-05-28T22:55:11Z,SpaceNews,https://spacenews.com/space-force-plans-nationwide-network-of-resilient-operations-centers/,These facilities are intended to ensure military space missions can continue during wartime when installations could come under attack The post Space Force plans nationwide network of ‘resilient operations centers’  appeared first on SpaceNews.,2026-06-04T11:58:45.954245
38138,NASA’s X-59 Prepares for First Supersonic Flight,2026-05-28T22:29:20Z,NASA,https://www.nasa.gov/centers-and-facilities/armstrong/nasas-x-59-prepares-for-first-supersonic-flight/,NASA’s X-59 quiet supersonic research aircraft is preparing for some of its most significant flights yet. The X-plane is about to begin a new block of test flights that will include its first time flying faster than the speed of sound and other mission-critical objectives. “What comes next is the first time this one-of-a-kind aircraft […],2026-06-04T11:58:45.964811
